title,price,house_area,land_area,location,date_posted
Дом 800 м² на участке 16 сот.,34 900 000 ₽,800 м²,16 сот.,"ХимкиНовосходненское шоссе, 8 км",12 июня 2024
Дом 100 м² на участке 7 сот.,9 490 000 ₽,100 м²,7 сот.,"СолнечногорскПятницкое шоссе, 48 км",14 августа 2023
Дом 140 м² на участке 8 сот.,6 500 000 ₽,140 м²,8 сот.,"дачное некоммерческое партнёрство СпутникМинское шоссе, 83 км",2 мая 12:20
"Дом 85 м² на участке 3,7 сот.",3 745 000 ₽,85 м²,"3,7 сот.","д. ЛюбучаныСимферопольское шоссе, 36 км",2 апреля 2022
Дом 120 м² на участке 11 сот.,5 495 000 ₽,120 м²,11 сот.,"д. ШишиморовоМинское шоссе, 83 км",18 декабря 2024
"Дом 276 м² на участке 7,3 сот.",110 000 000 ₽,276 м²,"7,3 сот.","коттеджный пос. Миллениум ПаркМинское шоссе, 21 км",7 дней назад
Дом 50 м² на участке 9 сот.,2 990 000 ₽,50 м²,9 сот.,"СНТ ДружбаПятницкое шоссе, 45 км",31 июля 13:09
"Дом 110 м² на участке 8,1 сот.",14 500 000 ₽,110 м²,"8,1 сот.","ЛыткариноНоворязанское шоссе, 13 км",7 дней назад
"Дача 73,5 м² на участке 6,9 сот.",4 900 000 ₽,"73,5 м²","6,9 сот.","ПСК АидаМожайское шоссе, 42 км",7 апреля 17:19
Дача 24 м² на участке 6 сот.,2 250 000 ₽,24 м²,6 сот.,"садовое товарищество ДубраваРогачёвское шоссе, 35 км",7 июля 17:34
Дом 120 м² на участке 5 сот.,4 945 000 ₽,120 м²,5 сот.,"д. ПоповкаСимферопольское шоссе, 55 км",9 июля 14:22
"Дом 107,1 м² на участке 6 сот.",9 000 000 ₽,"107,1 м²",6 сот.,"д. ЕремеевоПятницкое шоссе, 26 км",13 июля 10:36
Дом 140 м² на участке 15 сот.,6 500 000 ₽,140 м²,15 сот.,"д. ПетрищевоНовокаширское шоссе, 54 км",23 мая 2024
Дом 700 м² на участке 18 сот.,190 000 000 ₽,700 м²,18 сот.,"пос. Горки-2, ПЖСК Лесной ПросторРублёво-Успенское шоссе, 16 км",10 марта 13:19
Дом 600 м² на участке 32 сот.,570 920 000 ₽,600 м²,32 сот.,"д. ЖуковкаРублёво-Успенское шоссе, 8 км",8 июля 13:34
"Дача 24 м² на участке 6,1 сот.",1 000 090 ₽,24 м²,"6,1 сот.","Воскресенск, СНТ КолыберевоНоворязанское шоссе, 72 км",7 апреля 13:28
"Дом 120 м² на участке 8,2 сот.",4 500 000 ₽,120 м²,"8,2 сот.","СНТ ТеряевоДмитровское шоссе, 54 км",22 октября 2024
Дом 650 м² на участке 25 сот.,236 511 240 ₽,650 м²,25 сот.,"с. Лайково,КП ЛайковоРублёво-Успенское шоссе, 12 км",18 февраля 2022
Дом 440 м² на участке 40 сот.,65 000 000 ₽,440 м²,40 сот.,"д. ТокарёвоНоворижское шоссе, 91 км",10 мая 13:18
Дом 150 м² на участке 20 сот.,9 800 000 ₽,150 м²,20 сот.,"садовое некоммерческое товарищество Локомотив-3Ярославское шоссе, 63 км",7 дней назад
"Дом 350 м² на участке 19,5 сот.",360 000 000 ₽,350 м²,"19,5 сот.","пос. дома отдыха Успенское, коттеджный пос. Ново-УспенскийРублёво-Успенское шоссе, 18 км",1 апреля 18:57
Дом 56 м² на участке 6 сот.,1 800 000 ₽,56 м²,6 сот.,"садоводческое некоммерческое товарищество ХимикДмитровское шоссе, 62 км",6 февраля 14:51
"Дом 154,4 м² на участке 7,5 сот.",9 580 000 ₽,"154,4 м²","7,5 сот.","ВоскресенскНоворязанское шоссе, 67 км",2 июня 18:33
Дом 170 м² на участке 6 сот.,17 000 000 ₽,170 м²,6 сот.,"ЛМСКалужское шоссе, 32 км",26 июля 2024
Дом 123 м² на участке 6 сот.,13 750 000 ₽,123 м²,6 сот.,"д. КнутовоКалужское шоссе, 14 км",2 недели назад
"Дом 86,4 м² на участке 6,6 сот.",2 500 000 ₽,"86,4 м²","6,6 сот.","садоводческое товарищество БерёзкаЕгорьевское шоссе, 82 км",2 недели назад
"Дача 60 м² на участке 10,3 сот.",3 499 000 ₽,60 м²,"10,3 сот.","садоводческое некоммерческое товарищество КоммунарКиевское шоссе, 55 км",12 июня 11:36
Дом 109 м² на участке 6 сот.,6 000 000 ₽,109 м²,6 сот.,"коттеджный пос. ЛисичкиноРязанское шоссе, 47 км",5 июля 17:42
"Дом 66 м² на участке 4,2 сот.",3 750 000 ₽,66 м²,"4,2 сот.","ВоскресенскНоворязанское шоссе, 64 км",3 недели назад
Дом 45 м² на участке 17 сот.,1 650 000 ₽,45 м²,17 сот.,"д. АвсюниноЕгорьевское шоссе, 79 км",27 февраля 12:29
"Дом 61 м² на участке 6,1 сот.",3 600 000 ₽,61 м²,"6,1 сот.","д. ЧеблоковоКиевское шоссе, 73 км",17 июня 18:38
"Коттедж 1500 м² на участке 26,6 сот.",500 000 000 ₽,1500 м²,"26,6 сот.","коттеджный пос. Миллениум ПаркМинское шоссе, 22 км",8 августа 14:39
Дом 120 м² на участке 8 сот.,4 000 000 ₽,120 м²,8 сот.,"ВоскресенскНоворязанское шоссе, 59 км",4 июня 18:36
Дом 330 м² на участке 9 сот.,76 000 000 ₽,330 м²,9 сот.,"с. Усово, коттеджный пос. Усово 8Рублёво-Успенское шоссе, 11 км",10 марта 16:33
"Дача 30 м² на участке 6,2 сот.",750 000 ₽,30 м²,"6,2 сот.","садовое товарищество СулотьЯрославское шоссе, 86 км",22 августа 2024
Дом 45 м² на участке 30 сот.,2 100 000 ₽,45 м²,30 сот.,"д. СлотиноЯрославское шоссе, 63 км",6 июня 17:33
"Дом 180 м² на участке 9,9 сот.",18 999 000 ₽,180 м²,"9,9 сот.","Домодедово, территория Сиеста восточнаяНовокаширское шоссе, 27 км",25 января 17:17
Дом 800 м² на участке 16 сот.,34 900 000 ₽,800 м²,16 сот.,"ХимкиНовосходненское шоссе, 8 км",12 июня 2024
Дом 100 м² на участке 7 сот.,9 490 000 ₽,100 м²,7 сот.,"СолнечногорскПятницкое шоссе, 48 км",14 августа 2023
Дом 140 м² на участке 8 сот.,6 500 000 ₽,140 м²,8 сот.,"дачное некоммерческое партнёрство СпутникМинское шоссе, 83 км",2 мая 12:20
"Дом 85 м² на участке 3,7 сот.",3 745 000 ₽,85 м²,"3,7 сот.","д. ЛюбучаныСимферопольское шоссе, 36 км",2 апреля 2022
Дом 120 м² на участке 11 сот.,5 495 000 ₽,120 м²,11 сот.,"д. ШишиморовоМинское шоссе, 83 км",18 декабря 2024
"Дом 276 м² на участке 7,3 сот.",110 000 000 ₽,276 м²,"7,3 сот.","коттеджный пос. Миллениум ПаркМинское шоссе, 21 км",7 дней назад
Дом 50 м² на участке 9 сот.,2 990 000 ₽,50 м²,9 сот.,"СНТ ДружбаПятницкое шоссе, 45 км",31 июля 13:09
"Дом 110 м² на участке 8,1 сот.",14 500 000 ₽,110 м²,"8,1 сот.","ЛыткариноНоворязанское шоссе, 13 км",7 дней назад
"Дача 73,5 м² на участке 6,9 сот.",4 900 000 ₽,"73,5 м²","6,9 сот.","ПСК АидаМожайское шоссе, 42 км",7 апреля 17:19
Дача 24 м² на участке 6 сот.,2 250 000 ₽,24 м²,6 сот.,"садовое товарищество ДубраваРогачёвское шоссе, 35 км",7 июля 17:34
Дом 120 м² на участке 5 сот.,4 945 000 ₽,120 м²,5 сот.,"д. ПоповкаСимферопольское шоссе, 55 км",9 июля 14:22
"Дом 107,1 м² на участке 6 сот.",9 000 000 ₽,"107,1 м²",6 сот.,"д. ЕремеевоПятницкое шоссе, 26 км",13 июля 10:36
Дом 140 м² на участке 15 сот.,6 500 000 ₽,140 м²,15 сот.,"д. ПетрищевоНовокаширское шоссе, 54 км",23 мая 2024
Дом 700 м² на участке 18 сот.,190 000 000 ₽,700 м²,18 сот.,"пос. Горки-2, ПЖСК Лесной ПросторРублёво-Успенское шоссе, 16 км",10 марта 13:19
Дом 600 м² на участке 32 сот.,570 920 000 ₽,600 м²,32 сот.,"д. ЖуковкаРублёво-Успенское шоссе, 8 км",8 июля 13:34
"Дача 24 м² на участке 6,1 сот.",1 000 090 ₽,24 м²,"6,1 сот.","Воскресенск, СНТ КолыберевоНоворязанское шоссе, 72 км",7 апреля 13:28
"Дом 120 м² на участке 8,2 сот.",4 500 000 ₽,120 м²,"8,2 сот.","СНТ ТеряевоДмитровское шоссе, 54 км",22 октября 2024
Дом 650 м² на участке 25 сот.,236 511 240 ₽,650 м²,25 сот.,"с. Лайково,КП ЛайковоРублёво-Успенское шоссе, 12 км",18 февраля 2022
Дом 440 м² на участке 40 сот.,65 000 000 ₽,440 м²,40 сот.,"д. ТокарёвоНоворижское шоссе, 91 км",10 мая 13:18
Дом 150 м² на участке 20 сот.,9 800 000 ₽,150 м²,20 сот.,"садовое некоммерческое товарищество Локомотив-3Ярославское шоссе, 63 км",7 дней назад
"Дом 350 м² на участке 19,5 сот.",360 000 000 ₽,350 м²,"19,5 сот.","пос. дома отдыха Успенское, коттеджный пос. Ново-УспенскийРублёво-Успенское шоссе, 18 км",1 апреля 18:57
Дом 56 м² на участке 6 сот.,1 800 000 ₽,56 м²,6 сот.,"садоводческое некоммерческое товарищество ХимикДмитровское шоссе, 62 км",6 февраля 14:51
